ID,text,raw_text,label,raw_label
816,i want to see a comedy in spanish,i want to see a comedy in spanish,0000000000000001001000000000000000000000000000,movie.language movie.genre
817,find films,find films,1000000000000000000000000000000000000000000000,NO_REL
818,find films,find films,1000000000000000000000000000000000000000000000,NO_REL
819,find movies,find movies,1000000000000000000000000000000000000000000000,NO_REL
820,in search for movies,in search for movies,1000000000000000000000000000000000000000000000,NO_REL
821,looking for movies,looking for movies,1000000000000000000000000000000000000000000000,NO_REL
822,find a movie,find a movie,1000000000000000000000000000000000000000000000,NO_REL
823,are there movies not rated g,are there movies not rated g,0000000000000000000000001000000000000000000000,movie.rating
824,i don't want any g rated movies,i don't want any g rated movies,0000000000000000000000001000000000000000000000,movie.rating
825,can you find some drama movies,can you find some drama movies,0000000000000001000000000000000000000000000000,movie.genre
826,i'd like to watch something with drama,i'd like to watch something with drama,0000000000000001000000000000000000000000000000,movie.genre
827,looking for a drama movie,looking for a drama movie,0000000000000001000000000000000000000000000000,movie.genre
828,show me a list of movies in english,show me a list of movies in english,0000000000000000001000000000000000000000000000,movie.language
829,show me english movies,show me english movies,0000000000000000001000000000000000000000000000,movie.language
830,find english movies,find english movies,0000000000000000001000000000000000000000000000,movie.language
831,can i get a list of movies available in english,can i get a list of movies available in english,0000000000000000001000000000000000000000000000,movie.language
832,show me movies in english,show me movies in english,0000000000000000001000000000000000000000000000,movie.language
833,i would like to see movies in english,i would like to see movies in english,0000000000000000001000000000000000000000000000,movie.language
834,movies in english,movies in english,0000000000000000001000000000000000000000000000,movie.language
835,show me a list of all movies made in the united states,show me a list of all movies made in the united states,0000000000010000000000000000000000000000000000,movie.country
836,what are all movies made by united states,what are all movies made by united states,0000000000010000000000000000000000000000000000,movie.country
837,what movies have been made in the united states,what movies have been made in the united states,0000000000010000000000000000000000000000000000,movie.country
838,movies from the us,movies from the us,0000000000010000000000000000000000000000000000,movie.country
839,what are all of the movies made in usa,what are all of the movies made in usa,0000000000010000000000000000000000000000000000,movie.country
840,i want to see movies made|in|america,i want to see movies made|in|america,0000000000010000000000000000000000000000000000,movie.country
841,show me a list of movies made|in|america,show me a list of movies made|in|america,0000000000010000000000000000000000000000000000,movie.country
842,show me movies made|in|america,show me movies made|in|america,0000000000010000000000000000000000000000000000,movie.country
843,please tell me if you have any movies from the united states,please tell me if you have any movies from the united states,0000000000010000000000000000000000000000000000,movie.country
844,movies from the us,movies from the us,0000000000010000000000000000000000000000000000,movie.country
845,please tell me about movies from the usa,please tell me about movies from the usa,0000000000010000000000000000000000000000000000,movie.country
846,english movie list,english movie list,0000000000010000001000000000000000000000000000,movie.country movie.language
847,show me thrillers,show me thrillers,0000000000000001000000000000000000000000000000,movie.genre
848,show me thrillers,show me thrillers,0000000000000001000000000000000000000000000000,movie.genre
849,show me comedies,show me comedies,0000000000000001000000000000000000000000000000,movie.genre
850,looking for a comedy movie,looking for a comedy movie,0000000000000001000000000000000000000000000000,movie.genre
851,see comedy,see comedy,0000000000000001000000000000000000000000000000,movie.genre
852,show me comedy movies,show me comedy movies,0000000000000001000000000000000000000000000000,movie.genre
853,show me funny movies,show me funny movies,0000000000000001000000000000000000000000000000,movie.genre
854,movies that have comedy,movies that have comedy,0000000000000001000000000000000000000000000000,movie.genre
855,can you show me a list of scary|movies,can you show me a list of scary|movies,0000000000000001000000000000000000000000000000,movie.genre
856,i am in the mood for a horror film,i am in the mood for a horror film,0000000000000001000000000000000000000000000000,movie.genre
857,looking for a horror movie,looking for a horror movie,0000000000000001000000000000000000000000000000,movie.genre
858,search for horror movies,search for horror movies,0000000000000001000000000000000000000000000000,movie.genre
859,show me horror movies,show me horror movies,0000000000000001000000000000000000000000000000,movie.genre
860,show only horror movies,show only horror movies,0000000000000001000000000000000000000000000000,movie.genre
861,show me a list of scary|movies,show me a list of scary|movies,0000000000000001000000000000000000000000000000,movie.genre
862,i want to see a list of scary|movies,i want to see a list of scary|movies,0000000000000001000000000000000000000000000000,movie.genre
863,funny scary|movies,funny scary|movies,0000000000000001000000000000000000000000000000,movie.genre
864,movies by producer,movies by producer,0000000000000000000000100000000000000000000000,movie.produced_by
